Employee_ID,Age,Gender,Department,Remote_Work,Daily_Work_Hours,Screen_Time_Hours,Sleep_Quality,Physical_Activity_Level,Burnout_Score,Stress_Level,Coffee_Intake_per_Day,Meeting_Hours_per_Day,Internet_Speed_MBPS,Device_Type,Noise_Level,Mood,Commute_Hours_PreRemote,Work_Engagement_Score,Weekly_Mental_Breaks
E002,28,Male,it,nan,12.0,8,Good,High,4.62,Low,0.0,5.0,20.0,Laptop,nan,Tired,1.0,2.52,0.0
E003,35,M,it,No,4.0,8,Poor,Low,4.65,High,0.0,1.0,,Laptop,nan,Happy,2.0,4.77,0.0
E004,27,Male,Admin,No,8.0,nan,Fair,Low,7.16,nan,1.0,,50.0,Desktop,Medium,Calm,2.0,6.64,5.0
E004,37,Female,Sales,no,12.0,7,Good,nan,3.84,Low,2.0,3.0,20.0,Desktop,High,Tired,1.0,4.13,2.0
E002,27,FEMALE,it,Yes,8.0,7,Good,High,5.3,High,3.0,1.0,100.0,Mobile,nan,Calm,1.0,10.06,1.0
E002,29,Male,Admin,nan,,nan,Poor,Low,2.16,nan,,3.0,50.0,Desktop,Medium,Calm,2.0,6.23,4.0
E006,45,F,nan,Yes,8.0,nan,Poor,High,3.34,Medium,4.0,6.0,150.0,Laptop,nan,Calm,0.0,4.49,0.0
E002,24,FEMALE,nan,Yes,12.0,10.5 hrs,Fair,Medium,6.59,High,,2.0,10.0,nan,High,Tired,2.0,3.75,1.0
E006,25,FEMALE,Admin,no,10.0,7,nan,High,2.56,Medium,2.0,4.0,50.0,Laptop,Medium,nan,,7.86,5.0
E003,53,M,Sales,yes,8.0,6 hrs,Poor,High,6.93,Low,1.0,,10.0,Mobile,High,Tired,2.0,4.7,
E003,22,nan,HR,yes,10.0,8,Poor,nan,7.28,nan,,4.0,50.0,nan,nan,Tired,2.0,6.76,0.0
E001,30,male,IT,yes,8.0,7,Poor,Medium,7.48,High,0.0,,150.0,Mobile,Low,Stressed,2.0,3.7,0.0
E002,33,nan,hr,No,,nan,Fair,Medium,8.09,Low,4.0,6.0,10.0,Laptop,High,Stressed,4.0,6.14,3.0
E001,31,F,HR,nan,12.0,6 hrs,nan,Low,6.55,Low,0.0,1.0,50.0,Desktop,Medium,nan,3.0,4.73,
E005,31,Female,Admin,No,8.0,10.5 hrs,nan,Medium,5.85,nan,4.0,1.0,10.0,nan,Medium,Stressed,,5.37,1.0
E003,44,Male,nan,nan,6.0,10.5 hrs,Fair,nan,6.24,Medium,3.0,2.0,20.0,Laptop,High,nan,,4.41,3.0
E004,27,nan,HR,nan,,6 hrs,nan,Low,5.14,Low,4.0,5.0,20.0,nan,Low,Calm,0.0,8.05,5.0
E006,45,male,Sales,nan,6.0,6 hrs,Good,High,4.25,nan,3.0,,,Mobile,nan,Calm,5.0,5.02,3.0
E005,45,M,IT,no,,nan,Fair,Medium,6.54,nan,2.0,3.0,20.0,Laptop,nan,Tired,0.0,5.71,
E004,42,male,nan,yes,,nan,Poor,High,5.9,High,0.0,6.0,100.0,nan,nan,Calm,,5.81,5.0
E005,52,FEMALE,Sales,No,8.0,8,nan,Low,6.76,Low,4.0,2.0,20.0,Laptop,nan,Stressed,1.0,9.22,
E001,51,FEMALE,Admin,No,12.0,8,Good,Medium,4.58,Medium,4.0,6.0,20.0,Laptop,nan,Happy,4.0,7.78,1.0
E001,39,Female,HR,no,12.0,10.5 hrs,Fair,Low,4.76,Medium,1.0,2.0,150.0,Mobile,Medium,Tired,1.0,7.58,5.0
E006,33,F,hr,nan,4.0,6 hrs,Fair,Low,5.42,Low,0.0,1.0,10.0,Mobile,Medium,nan,0.0,2.84,5.0
E003,28,Male,it,yes,12.0,10.5 hrs,Poor,Medium,4.75,Medium,2.0,1.0,10.0,Mobile,High,Calm,0.0,4.69,3.0
E006,46,Male,Sales,Yes,10.0,nan,Poor,Medium,10.68,nan,3.0,5.0,20.0,Desktop,High,Tired,5.0,8.38,
E004,27,M,nan,Yes,8.0,7,Fair,Low,8.87,nan,2.0,,10.0,nan,nan,Tired,5.0,3.66,2.0
E005,22,Female,HR,no,6.0,nan,Good,nan,5.01,Low,1.0,,50.0,Mobile,nan,Tired,1.0,6.17,
E006,37,Male,it,yes,12.0,7,Poor,Medium,4.74,Medium,2.0,6.0,,Desktop,nan,Calm,3.0,3.87,4.0
E002,25,F,it,Yes,6.0,6 hrs,Fair,Low,5.89,nan,3.0,6.0,20.0,Desktop,Low,nan,1.0,4.07,4.0
E002,50,FEMALE,HR,Yes,4.0,6 hrs,Fair,High,4.14,Low,0.0,5.0,,nan,High,Tired,3.0,9.36,2.0
E003,49,Female,IT,No,8.0,6 hrs,Poor,High,4.11,nan,,1.0,20.0,nan,Medium,Tired,3.0,7.44,0.0
E006,43,male,HR,yes,12.0,8,nan,Medium,5.09,Low,1.0,4.0,100.0,Mobile,nan,Tired,2.0,7.97,3.0
E004,29,nan,nan,Yes,6.0,8,Good,Medium,4.26,High,4.0,5.0,,Desktop,High,Calm,0.0,7.57,4.0
E002,53,nan,Admin,No,,7,nan,High,5.37,High,4.0,2.0,50.0,nan,Low,Stressed,2.0,5.72,1.0
E003,54,Female,hr,yes,12.0,10.5 hrs,nan,Low,5.74,Low,0.0,1.0,20.0,nan,Low,nan,0.0,4.62,5.0
E006,34,Female,nan,nan,4.0,10.5 hrs,Good,Low,-1.36,High,,6.0,20.0,nan,nan,Tired,2.0,5.2,5.0
E003,48,F,Admin,yes,,7,Good,Low,1.15,High,2.0,6.0,10.0,nan,Medium,Tired,3.0,5.62,0.0
E004,39,F,it,no,6.0,8,Poor,nan,3.3,Medium,4.0,3.0,20.0,Desktop,High,Tired,2.0,9.55,4.0
E002,39,Male,hr,No,6.0,nan,Poor,Medium,5.56,High,1.0,3.0,,Laptop,Medium,Calm,4.0,3.33,
E002,34,nan,Sales,nan,8.0,7,Poor,nan,3.46,Medium,,4.0,,nan,nan,Stressed,2.0,4.89,3.0
E002,43,M,it,No,8.0,10.5 hrs,Good,nan,9.62,High,3.0,6.0,20.0,Desktop,nan,Tired,5.0,4.17,4.0
E001,35,M,IT,No,6.0,7,nan,nan,6.79,High,2.0,1.0,20.0,nan,Low,Tired,5.0,8.11,3.0
E002,32,F,HR,Yes,,7,Good,nan,8.92,nan,,6.0,20.0,Desktop,Low,Calm,2.0,9.71,0.0
E005,43,Male,Sales,yes,8.0,6 hrs,Poor,Low,6.8,Low,3.0,6.0,100.0,Mobile,High,nan,2.0,6.62,
E001,38,Male,nan,No,6.0,8,nan,Medium,1.83,High,,2.0,50.0,Laptop,nan,nan,4.0,6.78,
E006,53,Male,hr,No,,6 hrs,Poor,Medium,2.67,Low,,4.0,,Desktop,nan,Stressed,0.0,6.18,
E001,35,F,Sales,no,10.0,8,nan,nan,3.98,Low,2.0,2.0,100.0,Desktop,High,nan,2.0,6.87,5.0
E001,50,M,IT,no,12.0,7,Poor,Medium,2.61,nan,1.0,,10.0,Desktop,Medium,Tired,0.0,7.55,2.0
E001,27,Male,HR,no,10.0,8,Good,High,7.16,Low,3.0,3.0,150.0,nan,Low,Calm,5.0,6.85,5.0
E003,25,F,Sales,No,10.0,10.5 hrs,Fair,Low,4.68,Low,1.0,2.0,20.0,Mobile,nan,Tired,1.0,7.0,3.0
E005,32,male,nan,nan,12.0,6 hrs,Fair,Medium,5.41,High,3.0,3.0,,nan,nan,Tired,3.0,7.55,3.0
E004,31,male,hr,yes,6.0,7,nan,Low,7.75,nan,2.0,,10.0,Mobile,Medium,Stressed,1.0,2.44,0.0
E002,49,FEMALE,Sales,No,6.0,10.5 hrs,Good,High,8.85,Low,1.0,5.0,,Laptop,Medium,nan,4.0,6.0,0.0
E001,32,male,HR,Yes,8.0,8,Poor,Low,4.46,High,2.0,,150.0,nan,Medium,nan,4.0,6.61,1.0
E004,36,Female,nan,nan,4.0,8,nan,High,2.27,nan,,3.0,20.0,Desktop,Low,nan,0.0,6.83,5.0
E003,29,FEMALE,Sales,nan,6.0,10.5 hrs,nan,nan,2.62,High,,6.0,,Laptop,High,Tired,0.0,5.66,5.0
E004,41,male,hr,yes,12.0,8,Poor,Medium,7.3,nan,2.0,,20.0,nan,nan,Calm,,6.32,0.0
E001,42,Female,HR,nan,4.0,6 hrs,Poor,nan,5.53,nan,3.0,3.0,150.0,Mobile,Low,Calm,,4.56,4.0
E006,22,male,IT,yes,12.0,nan,Poor,Medium,3.22,Medium,,,100.0,nan,Medium,Tired,2.0,2.45,3.0
E005,50,F,IT,nan,12.0,8,Good,nan,6.42,Medium,3.0,6.0,150.0,nan,nan,Happy,,7.97,
E004,45,nan,it,yes,12.0,7,Fair,High,2.85,Medium,1.0,4.0,150.0,Desktop,nan,Tired,1.0,3.73,2.0
E001,51,Female,Sales,no,4.0,8,nan,Medium,1.46,Low,4.0,6.0,,Desktop,Low,nan,0.0,5.68,0.0
E001,54,Male,hr,no,10.0,7,nan,nan,0.98,High,,,50.0,Laptop,Medium,Tired,5.0,4.5,
E002,41,F,Sales,nan,,8,Fair,Low,2.11,nan,,6.0,20.0,Desktop,Medium,Happy,0.0,9.17,3.0
E006,37,nan,HR,nan,12.0,8,nan,Low,7.31,High,0.0,6.0,,nan,High,Tired,,5.84,2.0
E002,30,Female,it,yes,8.0,7,Good,nan,4.59,Low,3.0,4.0,20.0,nan,Medium,nan,5.0,5.38,1.0
E006,52,F,hr,yes,6.0,6 hrs,Poor,High,4.93,Medium,2.0,1.0,100.0,Mobile,Low,Stressed,0.0,7.5,4.0
E005,38,Male,Sales,No,,nan,Fair,nan,5.37,Medium,0.0,,100.0,nan,High,Calm,,10.31,1.0
E002,52,Female,hr,no,6.0,nan,Good,Low,2.98,High,1.0,1.0,50.0,Laptop,High,Happy,3.0,6.81,0.0
E005,44,Female,HR,No,6.0,6 hrs,Poor,Medium,4.04,High,0.0,,50.0,Laptop,High,Stressed,0.0,5.25,4.0
E003,27,nan,it,No,4.0,8,Fair,Medium,4.23,nan,0.0,3.0,50.0,Desktop,High,Calm,3.0,7.39,1.0
E003,51,F,hr,Yes,8.0,nan,Good,nan,3.14,High,4.0,5.0,100.0,Mobile,High,Stressed,4.0,2.85,3.0
E006,28,male,HR,yes,8.0,6 hrs,Fair,Medium,4.03,nan,4.0,1.0,150.0,nan,Low,Tired,2.0,6.09,0.0
E006,32,Female,IT,Yes,,6 hrs,Fair,Low,4.76,nan,0.0,3.0,,Desktop,nan,Tired,1.0,9.99,5.0
E002,33,male,hr,Yes,8.0,nan,Good,Medium,4.5,Medium,4.0,4.0,20.0,nan,Medium,Calm,0.0,6.32,1.0
E003,48,Female,it,No,8.0,7,nan,nan,5.87,High,4.0,1.0,20.0,Laptop,nan,Calm,3.0,6.22,4.0
E004,33,M,Admin,Yes,8.0,10.5 hrs,Good,nan,4.03,Medium,0.0,1.0,,Laptop,nan,Tired,,6.04,4.0
E004,34,FEMALE,nan,yes,,7,Fair,nan,8.09,nan,3.0,6.0,10.0,Mobile,Medium,Tired,0.0,5.21,5.0
E004,29,male,nan,No,10.0,8,Fair,Low,2.93,Medium,4.0,,100.0,nan,Medium,Calm,0.0,6.63,
E003,37,male,hr,yes,8.0,7,Good,High,3.94,Medium,0.0,6.0,100.0,nan,nan,Calm,3.0,7.55,2.0
E004,50,nan,hr,nan,8.0,10.5 hrs,Poor,Medium,5.79,nan,3.0,3.0,50.0,Laptop,Medium,Calm,0.0,5.34,4.0
E005,50,Male,HR,Yes,4.0,10.5 hrs,Poor,nan,6.24,Low,,6.0,,Mobile,High,nan,1.0,1.02,4.0
E001,52,M,Sales,No,4.0,6 hrs,Poor,High,2.59,Low,4.0,3.0,10.0,Desktop,Medium,nan,5.0,6.93,
E006,34,Male,nan,no,8.0,8,Poor,nan,4.79,High,0.0,2.0,10.0,Mobile,Medium,Tired,5.0,10.27,0.0
E002,33,M,Sales,yes,10.0,6 hrs,Good,nan,6.6,Medium,4.0,,100.0,Desktop,High,nan,5.0,5.25,4.0
E005,23,M,nan,Yes,8.0,7,nan,Low,1.79,High,3.0,2.0,50.0,Desktop,High,Happy,,3.06,2.0
E004,54,F,hr,yes,8.0,7,Poor,Low,4.82,Medium,0.0,5.0,20.0,Laptop,High,Tired,5.0,7.35,4.0
E001,29,F,it,yes,8.0,nan,Fair,High,2.03,High,3.0,,50.0,Desktop,Medium,Happy,4.0,9.49,2.0
E002,53,F,it,nan,12.0,6 hrs,Poor,nan,3.37,High,,1.0,20.0,nan,High,Stressed,2.0,7.06,
E005,49,Female,Admin,yes,10.0,6 hrs,nan,Medium,5.17,nan,2.0,2.0,100.0,Laptop,High,Happy,0.0,9.45,3.0
E002,36,nan,nan,nan,6.0,6 hrs,Good,Medium,4.57,Low,1.0,3.0,50.0,Mobile,Low,Stressed,3.0,7.59,2.0
E006,44,Male,nan,nan,8.0,6 hrs,nan,Medium,2.72,Low,2.0,6.0,10.0,Mobile,Low,Happy,1.0,7.41,0.0
E003,45,FEMALE,HR,nan,6.0,10.5 hrs,nan,High,7.44,Low,4.0,6.0,,Desktop,Medium,Stressed,0.0,4.96,1.0
E004,34,M,hr,Yes,10.0,nan,nan,Low,4.33,nan,3.0,1.0,150.0,nan,High,Stressed,4.0,6.57,5.0
E005,42,M,hr,yes,8.0,8,Poor,High,6.1,Low,0.0,,10.0,Mobile,Medium,Tired,4.0,5.94,1.0
E005,33,nan,Admin,yes,6.0,8,Poor,Low,8.0,nan,3.0,2.0,,Desktop,Low,Calm,3.0,5.87,3.0
E001,34,male,Sales,nan,,8,nan,Medium,3.65,Medium,4.0,5.0,20.0,Mobile,Low,Calm,0.0,5.49,0.0
E001,44,Female,HR,yes,6.0,10.5 hrs,Good,Medium,6.23,nan,0.0,5.0,100.0,nan,High,Tired,5.0,6.45,3.0
E001,49,FEMALE,IT,yes,10.0,nan,Poor,Low,5.83,High,2.0,5.0,50.0,Desktop,Medium,Stressed,0.0,3.41,3.0
E002,35,F,it,nan,8.0,nan,Good,Medium,2.22,High,3.0,5.0,100.0,nan,Low,Calm,0.0,7.62,4.0
E004,38,M,it,no,12.0,10.5 hrs,Poor,High,7.41,Medium,1.0,6.0,100.0,Desktop,nan,Calm,4.0,4.24,4.0
E002,45,male,hr,no,10.0,6 hrs,Good,Low,5.2,Medium,,6.0,20.0,nan,High,Happy,0.0,5.5,0.0
E004,43,Male,Admin,nan,12.0,7,Poor,Medium,3.93,High,,6.0,100.0,Mobile,Medium,nan,5.0,6.66,1.0
E005,31,M,HR,Yes,8.0,6 hrs,nan,nan,1.76,Low,4.0,,50.0,Mobile,nan,Tired,0.0,4.15,2.0
E002,29,male,IT,yes,6.0,8,Fair,Medium,2.45,Low,4.0,3.0,10.0,nan,High,nan,,2.07,4.0
E002,42,Male,it,yes,,6 hrs,Fair,nan,4.78,Low,3.0,5.0,100.0,Mobile,High,Stressed,,5.23,0.0
E002,28,Female,HR,no,,10.5 hrs,Good,Medium,2.32,Medium,2.0,4.0,50.0,Mobile,Low,Happy,0.0,3.14,0.0
E003,47,F,IT,nan,10.0,8,Good,nan,6.27,High,2.0,6.0,50.0,Desktop,Medium,Calm,0.0,7.42,
E006,34,nan,nan,Yes,10.0,7,nan,Medium,4.24,nan,1.0,5.0,20.0,nan,Low,Happy,5.0,3.69,1.0
E004,37,Male,hr,nan,10.0,8,nan,nan,1.88,Medium,1.0,2.0,100.0,Desktop,nan,Tired,,8.97,0.0
E004,51,M,Sales,no,4.0,6 hrs,Good,Low,3.67,High,3.0,,20.0,Mobile,nan,Stressed,5.0,5.99,5.0
E002,52,FEMALE,it,no,,nan,Fair,Low,2.87,Low,0.0,1.0,10.0,Mobile,nan,Happy,3.0,6.12,0.0
E003,26,Male,it,yes,,nan,nan,nan,2.55,Low,2.0,6.0,10.0,Laptop,nan,Happy,4.0,2.04,1.0
E002,53,FEMALE,IT,No,8.0,nan,Good,Medium,0.57,Low,0.0,6.0,,nan,nan,Happy,2.0,6.29,4.0
E004,37,FEMALE,Sales,Yes,4.0,8,nan,High,5.2,High,0.0,2.0,50.0,nan,Medium,Calm,,5.84,1.0
E006,30,Male,nan,Yes,10.0,nan,nan,High,3.09,Low,3.0,1.0,100.0,Desktop,Medium,Stressed,3.0,3.4,3.0
E006,43,nan,HR,No,10.0,10.5 hrs,Poor,High,8.75,High,1.0,3.0,,nan,High,Calm,5.0,6.17,4.0
E005,35,nan,hr,no,12.0,7,nan,High,6.99,Medium,0.0,6.0,50.0,Desktop,High,Happy,0.0,5.2,3.0
E003,37,Female,HR,nan,4.0,nan,Good,nan,8.26,nan,3.0,1.0,100.0,Mobile,Medium,Calm,2.0,5.57,0.0
E006,41,nan,IT,Yes,6.0,10.5 hrs,nan,Low,6.43,Low,1.0,4.0,20.0,Laptop,High,Calm,1.0,6.05,3.0
E003,36,Male,it,No,,10.5 hrs,Good,Low,3.83,Medium,0.0,6.0,10.0,Mobile,Low,Tired,2.0,5.06,1.0
E002,47,nan,nan,yes,8.0,8,Poor,High,5.65,Medium,0.0,5.0,,Desktop,Medium,nan,3.0,6.49,1.0
E005,30,male,it,yes,6.0,8,Poor,Low,4.39,High,1.0,,,Desktop,Low,nan,4.0,5.83,
E004,22,F,HR,no,6.0,7,Fair,nan,5.68,Medium,,2.0,10.0,Laptop,nan,Tired,3.0,6.95,2.0
E006,41,FEMALE,nan,Yes,8.0,7,Poor,High,6.78,High,1.0,1.0,20.0,Mobile,nan,Tired,4.0,4.94,
E006,27,F,Admin,nan,10.0,6 hrs,Poor,nan,6.19,High,4.0,2.0,150.0,nan,High,Calm,4.0,3.87,
E001,31,M,hr,Yes,,7,Good,nan,5.02,Medium,4.0,5.0,150.0,Laptop,Medium,Calm,5.0,4.58,5.0
E004,54,FEMALE,IT,yes,12.0,8,Fair,Medium,5.13,High,3.0,3.0,150.0,nan,nan,Stressed,4.0,8.89,
E006,37,M,hr,Yes,10.0,10.5 hrs,Poor,nan,5.44,High,3.0,,100.0,Mobile,High,nan,1.0,7.91,0.0
E006,27,male,IT,yes,10.0,6 hrs,nan,Medium,7.21,High,2.0,5.0,,Laptop,Low,Calm,2.0,8.43,1.0
E004,40,male,hr,No,4.0,7,Fair,High,4.02,Medium,4.0,3.0,20.0,Mobile,Medium,Stressed,3.0,8.57,4.0
E005,52,F,Admin,No,6.0,10.5 hrs,Poor,nan,4.48,nan,1.0,2.0,100.0,Mobile,High,nan,3.0,5.07,
E003,23,male,HR,yes,6.0,8,Fair,Low,3.99,High,4.0,3.0,100.0,nan,nan,Stressed,4.0,6.59,
E004,39,Male,Sales,nan,,nan,Poor,High,5.27,Low,,6.0,20.0,nan,Low,Stressed,5.0,6.15,
E003,49,FEMALE,nan,nan,6.0,6 hrs,Good,nan,6.27,Medium,3.0,3.0,100.0,nan,Low,Tired,1.0,7.32,1.0
E005,25,M,IT,Yes,12.0,10.5 hrs,Fair,nan,5.6,Medium,,3.0,,Mobile,High,Happy,1.0,5.42,4.0
E005,22,nan,HR,yes,12.0,8,Fair,Low,4.88,High,3.0,6.0,20.0,Desktop,Medium,Happy,0.0,6.19,0.0
E002,37,F,it,no,12.0,8,Poor,Medium,7.15,Medium,,3.0,150.0,Mobile,High,Happy,1.0,6.14,5.0
E001,23,F,it,nan,8.0,6 hrs,Fair,nan,3.41,Low,3.0,6.0,150.0,Desktop,nan,Stressed,4.0,7.06,2.0
E005,22,male,hr,nan,,6 hrs,Poor,nan,2.0,nan,1.0,6.0,100.0,Laptop,Medium,Calm,4.0,7.31,2.0
E005,44,male,it,No,12.0,7,nan,Low,5.64,Medium,,,10.0,nan,nan,Happy,,6.19,3.0
E003,47,M,Sales,nan,4.0,7,Fair,High,4.92,Medium,0.0,3.0,20.0,nan,Low,Calm,2.0,6.25,1.0
E005,32,FEMALE,IT,nan,4.0,6 hrs,Fair,nan,4.67,Medium,3.0,6.0,50.0,Mobile,Low,nan,4.0,6.45,0.0
E004,22,FEMALE,hr,nan,10.0,6 hrs,Good,Medium,2.36,High,4.0,1.0,50.0,Desktop,nan,Happy,2.0,9.29,3.0
E002,32,F,IT,yes,10.0,10.5 hrs,Good,Medium,5.4,Low,0.0,3.0,100.0,Laptop,nan,Stressed,1.0,2.54,0.0
E002,45,M,IT,yes,,7,Fair,Low,8.59,nan,4.0,3.0,10.0,Mobile,Low,Tired,0.0,4.06,0.0
E004,31,F,Admin,No,10.0,8,Good,Medium,2.34,Low,3.0,5.0,20.0,Laptop,High,Stressed,,7.35,3.0
E006,35,nan,HR,Yes,10.0,7,Fair,nan,4.69,Low,1.0,5.0,150.0,Desktop,High,Calm,5.0,6.54,0.0
E005,35,Female,it,nan,4.0,7,Poor,Medium,5.15,Medium,0.0,,100.0,nan,High,nan,3.0,6.53,3.0
E001,28,FEMALE,nan,Yes,10.0,6 hrs,Fair,nan,4.11,nan,0.0,,20.0,nan,nan,Stressed,4.0,7.33,
E005,44,M,IT,yes,4.0,6 hrs,Fair,Low,5.33,Low,3.0,,20.0,Desktop,nan,Tired,1.0,6.43,
E002,43,nan,Sales,nan,12.0,7,nan,Medium,4.11,nan,,5.0,20.0,nan,Low,Tired,4.0,4.88,5.0
E001,48,M,Admin,Yes,12.0,nan,Good,nan,5.31,High,3.0,3.0,10.0,Mobile,Medium,nan,2.0,7.26,1.0
E006,23,F,Sales,Yes,,nan,Good,High,4.49,Medium,3.0,5.0,20.0,Desktop,High,Happy,1.0,6.04,3.0
E003,40,male,nan,no,8.0,7,nan,nan,3.92,High,2.0,1.0,10.0,nan,High,Stressed,3.0,5.1,1.0
E003,28,M,it,yes,10.0,nan,Poor,nan,4.85,nan,1.0,2.0,10.0,Desktop,High,Stressed,2.0,7.38,
E005,33,F,it,No,12.0,7,Poor,Low,5.96,Medium,,5.0,,Laptop,Low,Tired,1.0,7.3,2.0
E005,24,Male,hr,No,12.0,6 hrs,Poor,nan,1.89,High,1.0,6.0,20.0,Mobile,Medium,Calm,5.0,6.43,3.0
E001,26,male,hr,no,,6 hrs,nan,Low,6.39,Medium,3.0,5.0,,Mobile,Medium,Stressed,5.0,9.43,
E001,29,male,hr,Yes,6.0,6 hrs,Fair,nan,3.55,High,2.0,1.0,150.0,Mobile,Medium,Tired,3.0,8.65,5.0
E006,35,FEMALE,it,no,6.0,8,Poor,nan,6.24,Low,3.0,6.0,,nan,High,Calm,5.0,8.0,2.0
E005,28,Female,IT,no,,6 hrs,Poor,nan,3.66,Medium,3.0,6.0,,Laptop,nan,Happy,2.0,11.13,3.0
E002,28,FEMALE,HR,yes,4.0,6 hrs,nan,Low,6.43,nan,1.0,6.0,20.0,nan,High,Happy,3.0,5.71,0.0
E003,53,Male,nan,nan,8.0,7,Good,nan,4.9,Medium,2.0,6.0,150.0,nan,Medium,Tired,1.0,5.07,2.0
E006,29,F,Admin,Yes,,nan,nan,Low,3.14,nan,1.0,4.0,100.0,Desktop,Low,Tired,2.0,7.72,4.0
E001,33,male,nan,No,6.0,nan,Good,High,4.12,High,3.0,4.0,50.0,Mobile,Medium,Happy,5.0,5.49,4.0
E002,31,male,nan,No,8.0,6 hrs,Poor,Low,7.39,High,4.0,6.0,100.0,nan,High,Tired,0.0,6.02,4.0
E005,35,nan,hr,no,12.0,6 hrs,Poor,High,5.1,nan,0.0,6.0,10.0,Mobile,nan,nan,4.0,4.03,2.0
E004,30,M,HR,no,,6 hrs,Fair,Low,4.08,High,,6.0,100.0,Laptop,Medium,Stressed,5.0,7.21,1.0
E001,51,Female,Sales,no,4.0,7,Fair,Low,7.28,Medium,3.0,1.0,50.0,Laptop,nan,nan,0.0,3.06,3.0
E006,26,Female,it,Yes,8.0,7,Good,nan,6.71,High,,5.0,50.0,Mobile,Medium,Calm,3.0,5.81,0.0
E004,22,M,Sales,no,6.0,7,Poor,Medium,3.32,nan,2.0,2.0,150.0,Mobile,nan,Tired,1.0,5.97,0.0
E002,22,Male,hr,no,12.0,nan,Poor,Medium,4.59,nan,4.0,,100.0,Laptop,nan,Tired,,5.13,
E003,41,Female,IT,nan,,8,nan,nan,1.47,Low,,6.0,10.0,Laptop,Medium,Calm,4.0,2.49,2.0
E002,32,male,Admin,Yes,10.0,nan,Poor,High,6.74,nan,,,,nan,Low,Stressed,1.0,2.47,4.0
E003,47,Male,Admin,yes,12.0,7,Poor,nan,5.01,High,2.0,5.0,,Laptop,High,Happy,3.0,4.51,5.0
E002,24,FEMALE,hr,yes,6.0,10.5 hrs,nan,Medium,6.34,nan,3.0,1.0,10.0,nan,High,nan,1.0,7.08,
E001,27,FEMALE,HR,nan,,8,nan,Low,1.14,High,3.0,,150.0,Laptop,Medium,Stressed,2.0,6.58,0.0
E001,32,Male,Admin,No,6.0,6 hrs,Poor,nan,4.44,High,0.0,1.0,,nan,nan,Happy,2.0,5.97,5.0
E006,29,male,hr,yes,10.0,nan,Fair,High,5.34,Low,2.0,6.0,150.0,Desktop,High,Happy,5.0,4.23,
E004,50,nan,nan,Yes,12.0,8,Fair,nan,0.76,High,4.0,,,Desktop,nan,Tired,5.0,6.68,5.0
E002,31,FEMALE,IT,No,8.0,10.5 hrs,Poor,Medium,6.31,nan,0.0,3.0,,nan,Low,Calm,5.0,2.4,0.0
E002,45,F,IT,no,8.0,8,Fair,Low,4.35,nan,2.0,1.0,100.0,Mobile,Medium,Tired,5.0,1.21,1.0
E004,38,male,it,Yes,12.0,nan,nan,Medium,1.49,nan,3.0,3.0,150.0,Desktop,Low,Calm,3.0,5.51,0.0
E005,53,M,it,No,8.0,7,Fair,Medium,3.97,High,0.0,,50.0,Laptop,nan,Tired,1.0,4.91,
E006,32,Female,nan,yes,,6 hrs,Poor,Medium,5.91,nan,3.0,,10.0,Mobile,nan,nan,5.0,8.03,0.0
E002,45,nan,IT,no,12.0,7,Fair,Medium,3.17,Medium,1.0,1.0,,Laptop,Medium,Tired,3.0,6.32,3.0
E006,26,nan,nan,no,12.0,7,Poor,Low,4.91,Medium,1.0,3.0,50.0,Desktop,nan,nan,,9.3,0.0
E002,50,Male,IT,Yes,6.0,nan,Fair,Medium,4.13,nan,0.0,3.0,20.0,Laptop,Medium,Stressed,4.0,4.9,3.0
E002,37,Female,HR,no,4.0,7,Poor,High,1.01,High,0.0,6.0,50.0,nan,Medium,Stressed,5.0,6.97,
E005,46,M,hr,No,6.0,7,Poor,High,6.25,nan,2.0,6.0,10.0,Mobile,Low,Tired,1.0,5.5,4.0
E001,29,FEMALE,it,nan,8.0,nan,Fair,Medium,6.62,Medium,4.0,,20.0,Desktop,High,Stressed,2.0,8.76,1.0
E006,50,nan,HR,yes,4.0,nan,Fair,High,7.3,High,4.0,5.0,100.0,Mobile,High,Happy,0.0,5.59,
E004,46,F,Admin,Yes,12.0,10.5 hrs,nan,Medium,5.02,nan,1.0,3.0,20.0,nan,nan,nan,,7.71,5.0
E006,44,male,hr,nan,8.0,7,Good,Low,5.97,High,1.0,4.0,150.0,Desktop,High,Calm,2.0,3.84,
E005,24,nan,it,nan,10.0,8,Poor,Low,1.77,nan,1.0,1.0,10.0,Laptop,nan,nan,1.0,5.17,0.0
E003,51,nan,Admin,Yes,8.0,6 hrs,Poor,High,5.48,Low,3.0,6.0,150.0,Mobile,High,Tired,1.0,5.83,1.0
E003,53,male,nan,No,4.0,6 hrs,Poor,High,4.36,High,4.0,2.0,50.0,Desktop,Low,Stressed,,8.53,
E005,50,M,Admin,yes,4.0,nan,Poor,Medium,4.85,Medium,0.0,,100.0,Desktop,High,Stressed,1.0,1.61,5.0
E005,30,Male,HR,Yes,12.0,nan,Fair,nan,2.77,Medium,1.0,1.0,10.0,nan,nan,Happy,1.0,5.33,
E001,23,nan,Sales,nan,,10.5 hrs,Fair,Medium,7.25,Medium,,5.0,100.0,Desktop,nan,Stressed,5.0,5.27,
E006,28,nan,Admin,nan,10.0,7,Good,Medium,1.7,Medium,2.0,5.0,,Desktop,High,Tired,4.0,1.85,1.0
